sentimen,tweet,normalized_tweet,clean_tweet,char_len,word_len,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
netral,"presiden @jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja (al-qasr al-khas), minggu (14/4) sore.  dalam pertemuan tersebut presiden @jokowi dan raja salman sepakat akan meningkatkan kerja sama di bidang ekonomi. (foto dan berita biro pers setpres)  pic.twitter.com/yyjuomqqbc","Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja (Al-Qasr Al-Khas), Minggu (14/4) sore.  Dalam pertemuan tersebut Presiden @jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi. (Foto dan berita biro pers setpres)  pic.twitter.com/YyJUoMQQBC",presiden jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja alqasr alkhas minggu  sore  dalam pertemuan tersebut presiden jokowi dan raja salman sepakat akan meningkatkan kerja sama di bidang ekonomi foto dan berita biro pers setpres  pictwittercomyyjuomqqbc,283,39,"['presiden', '@', 'jokowi', 'dan', 'raja', 'salman', 'menggelar', 'pertemuan', 'bilateral', 'di', 'istana', 'pribadi', 'raja', '(', 'al-qasr', 'al-khas', ')', ',', 'minggu', '(', '14/4', ')', 'sore', '.', 'dalam', 'pertemuan', 'tersebut', 'presiden', '@', 'jokowi', 'dan', 'raja', 'salman', 'sepakat', 'akan', 'meningkatkan', 'kerja', 'sama', 'di', 'bidang', 'ekonomi', '.', '(', 'foto', 'dan', 'berita', 'biro', 'pers', 'setpres', ')', 'pic.twitter.com/yyjuomqqbc']","['presiden', '@', 'jokowi', 'raja', 'salman', 'menggelar', 'pertemuan', 'bilateral', 'istana', 'pribadi', 'raja', '(', 'al-qasr', 'al-khas', ')', ',', 'minggu', '(', '14/4', ')', 'sore', '.', 'pertemuan', 'presiden', '@', 'jokowi', 'raja', 'salman', 'sepakat', 'meningkatkan', 'kerja', 'bidang', 'ekonomi', '.', '(', 'foto', 'berita', 'biro', 'pers', 'setpres', ')', 'pic.twitter.com/yyjuomqqbc']","['presiden', '', 'jokowi', 'raja', 'salman', 'gelar', 'temu', 'bilateral', 'istana', 'pribadi', 'raja', '', 'al-qasr', 'al-khas', '', '', 'minggu', '', '14 4', '', 'sore', '', 'temu', 'presiden', '', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerja', 'bidang', 'ekonomi', '', '', 'foto', 'berita', 'biro', 'pers', 'setpres', '', 'pic twitter com yyjuomqqbc']",presiden  jokowi raja salman gelar temu bilateral istana pribadi raja  al-qasr al-khas   minggu  14 4  sore  temu presiden  jokowi raja salman sepakat tingkat kerja bidang ekonomi   foto berita biro pers setpres  pic twitter com yyjuomqqbc
netral,"kalo dekat"" hari h biasanya harga tiketnya turun","Kalo dekat"" hari H biasanya harga tiketnya turun",kalo dekat hari h biasanya harga tiketnya turun,47,8,"['kalo', 'dekat', ""''"", 'hari', 'h', 'biasanya', 'harga', 'tiketnya', 'turun']","['kalo', ""''"", 'h', 'harga', 'tiketnya', 'turun']","['kalo', '', 'h', 'harga', 'tiket', 'turun']",kalo  h harga tiket turun
netral,jokowi-salman sepakati peningkatan kerjasama ekonomi  https://ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/â â€¦,Jokowi-Salman Sepakati Peningkatan Kerjasama Ekonomi  https://ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/Â â€¦,jokowisalman sepakati peningkatan kerjasama ekonomi  httpsivooxidjokowisalmansepakatipeningkatankerjasamaekonomiâ â,115,7,"['jokowi-salman', 'sepakati', 'peningkatan', 'kerjasama', 'ekonomi', 'https', ':', '//ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/â', 'â€¦']","['jokowi-salman', 'sepakati', 'peningkatan', 'kerjasama', 'ekonomi', 'https', ':', '//ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/â', 'â€¦']","['jokowi-salman', 'sepakat', 'tingkat', 'kerjasama', 'ekonomi', 'https', '', 'ivoox id jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi', '']",jokowi-salman sepakat tingkat kerjasama ekonomi https  ivoox id jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi 
netral,"menang pilpres 2019, prabowo-sandi komitmen tidak ambil gaji walapun serupiah  https://mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/â â€¦ lewat @ https://twitter.com/mujahiddakwah","Menang Pilpres 2019, Prabowo-Sandi Komitmen Tidak Ambil Gaji Walapun Serupiah  https://mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/Â â€¦ lewat @ https://twitter.com/mujahiddakwah",menang pilpres  prabowosandi komitmen tidak ambil gaji walapun serupiah  httpsmujahiddakwahcommenangpilpresprabowosandikomitmentidakambilgajiwalapunserupiahâ â lewat  httpstwittercommujahiddakwah,195,13,"['menang', 'pilpres', '2019', ',', 'prabowo-sandi', 'komitmen', 'tidak', 'ambil', 'gaji', 'walapun', 'serupiah', 'https', ':', '//mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/â', 'â€¦', 'lewat', '@', 'https', ':', '//twitter.com/mujahiddakwah']","['menang', 'pilpres', '2019', ',', 'prabowo-sandi', 'komitmen', 'ambil', 'gaji', 'walapun', 'serupiah', 'https', ':', '//mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/â', 'â€¦', '@', 'https', ':', '//twitter.com/mujahiddakwah']","['menang', 'pilpres', '2019', '', 'prabowo-sandi', 'komitmen', 'ambil', 'gaji', 'walapun', 'rupiah', 'https', '', 'mujahiddakwah com 2019 04 menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah', '', '', 'https', '', 'twitter com mujahiddakwah']",menang pilpres 2019  prabowo-sandi komitmen ambil gaji walapun rupiah https  mujahiddakwah com 2019 04 menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah   https  twitter com mujahiddakwah
positif,wajib...pak jokowi 2 periode harga mati....,Wajib...pak jokowi 2 periode harga mati....,wajibpak jokowi  periode harga mati,35,5,"['wajib', '...', 'pak', 'jokowi', '2', 'periode', 'harga', 'mati', '....']","['wajib', '...', 'jokowi', '2', 'periode', 'harga', 'mati', '....']","['wajib', '', 'jokowi', '2', 'periode', 'harga', 'mati', '']",wajib  jokowi 2 periode harga mati 
negatif,bikin puisi tentang ekonomi 5 persen kayak nya,Bikin puisi tentang ekonomi 5 persen kayak nya,bikin puisi tentang ekonomi  persen kayak nya,45,7,"['bikin', 'puisi', 'tentang', 'ekonomi', '5', 'persen', 'kayak', 'nya']","['bikin', 'puisi', 'ekonomi', '5', 'persen', 'kayak', 'nya']","['bikin', 'puisi', 'ekonomi', '5', 'persen', 'kayak', 'nya']",bikin puisi ekonomi 5 persen kayak nya
negatif,ada bukti harga barang di sana turun karena tol ???,Ada bukti harga barang di sana turun KARENA TOL ???,ada bukti harga barang di sana turun karena tol,47,9,"['ada', 'bukti', 'harga', 'barang', 'di', 'sana', 'turun', 'karena', 'tol', '?', '?', '?']","['bukti', 'harga', 'barang', 'turun', 'tol', '?', '?', '?']","['bukti', 'harga', 'barang', 'turun', 'tol', '', '', '']",bukti harga barang turun tol   
netral,jokowi dan salman sepakati peningkatan kerja sama ekonomi - antara news jawa barat  https://jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi#.xlnn83uwalo.twitterâ â€¦,Jokowi dan Salman sepakati peningkatan kerja sama ekonomi - ANTARA News Jawa Barat  https://jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi#.XLNN83UWAlo.twitterÂ â€¦,jokowi dan salman sepakati peningkatan kerja sama ekonomi  antara news jawa barat  httpsjabarantaranewscomberitajokowidansalmansepakatipeningkatankerjasamaekonomixlnnuwalotwitterâ â,181,14,"['jokowi', 'dan', 'salman', 'sepakati', 'peningkatan', 'kerja', 'sama', 'ekonomi', '-', 'antara', 'news', 'jawa', 'barat', 'https', ':', '//jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi', '#', '.xlnn83uwalo.twitterâ', 'â€¦']","['jokowi', 'salman', 'sepakati', 'peningkatan', 'kerja', 'ekonomi', '-', 'news', 'jawa', 'barat', 'https', ':', '//jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi', '#', '.xlnn83uwalo.twitterâ', 'â€¦']","['jokowi', 'salman', 'sepakat', 'tingkat', 'kerja', 'ekonomi', '-', 'news', 'jawa', 'barat', 'https', '', 'jabar antaranews com berita 92587 jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi', '', 'xlnn83uwalo twitter', '']",jokowi salman sepakat tingkat kerja ekonomi - news jawa barat https  jabar antaranews com berita 92587 jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi  xlnn83uwalo twitter 
positif,"siapapun nnti presidennya, tolong program pertamanya harga tiket pesawat buat bulan puasa & lebaran diturunin kyk tahun2 kmren. kasian kami anak rantau yg rindu rumah, mau puasa & lebaran dirumah. kangen masakan emak :â€)  cc: @jokowi @sandiuno @prabowo  pic.twitter.com/egmplcxmgt","Siapapun nnti presidennya, tolong program pertamanya harga tiket pesawat buat bulan puasa & lebaran diturunin kyk tahun2 kmren. Kasian kami anak rantau yg rindu rumah, mau puasa & lebaran dirumah. Kangen masakan emak :â€)  Cc: @jokowi @sandiuno @prabowo  pic.twitter.com/egmPlcxmgt",siapapun nnti presidennya tolong program pertamanya harga tiket pesawat buat bulan puasa  lebaran diturunin kyk tahun kmren kasian kami anak rantau yg rindu rumah mau puasa  lebaran dirumah kangen masakan emak â  cc jokowi sandiuno prabowo  pictwittercomegmplcxmgt,264,37,"['siapapun', 'nnti', 'presidennya', ',', 'tolong', 'program', 'pertamanya', 'harga', 'tiket', 'pesawat', 'buat', 'bulan', 'puasa', '&', 'lebaran', 'diturunin', 'kyk', 'tahun2', 'kmren', '.', 'kasian', 'kami', 'anak', 'rantau', 'yg', 'rindu', 'rumah', ',', 'mau', 'puasa', '&', 'lebaran', 'dirumah', '.', 'kangen', 'masakan', 'emak', ':', 'â€\x9d', ')', 'cc', ':', '@', 'jokowi', '@', 'sandiuno', '@', 'prabowo', 'pic.twitter.com/egmplcxmgt']","['nnti', 'presidennya', ',', 'tolong', 'program', 'pertamanya', 'harga', 'tiket', 'pesawat', 'puasa', '&', 'lebaran', 'diturunin', 'kyk', 'tahun2', 'kmren', '.', 'kasian', 'anak', 'rantau', 'yg', 'rindu', 'rumah', ',', 'puasa', '&', 'lebaran', 'dirumah', '.', 'kangen', 'masakan', 'emak', ':', 'â€\x9d', ')', 'cc', ':', '@', 'jokowi', '@', 'sandiuno', '@', 'prabowo', 'pic.twitter.com/egmplcxmgt']","['nnti', 'presiden', '', 'tolong', 'program', 'pertama', 'harga', 'tiket', 'pesawat', 'puasa', '', 'lebaran', 'diturunin', 'kyk', 'tahun2', 'kmren', '', 'kasi', 'anak', 'rantau', 'yg', 'rindu', 'rumah', '', 'puasa', '', 'lebaran', 'rumah', '', 'kangen', 'masakan', 'emak', '', '', '', 'cc', '', '', 'jokowi', '', 'sandiuno', '', 'prabowo', 'pic twitter com egmplcxmgt']",nnti presiden  tolong program pertama harga tiket pesawat puasa  lebaran diturunin kyk tahun2 kmren  kasi anak rantau yg rindu rumah  puasa  lebaran rumah  kangen masakan emak    cc   jokowi  sandiuno  prabowo pic twitter com egmplcxmgt
netral,inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @ditjenpajakri @prabowo dan @sandiuno jga di ninu ninu donk https://twitter.com/ardibrilian/status/1116925191831969792â â€¦,Inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @DitjenPajakRI @prabowo dan @sandiuno jga di ninu ninu donk https://twitter.com/ardibrilian/status/1116925191831969792Â â€¦,inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang ditjenpajakri prabowo dan sandiuno jga di ninu ninu donk httpstwittercomardibrilianstatusâ â,160,20,"['inilah', 'cara', 'meningkatkan', 'tax', 'ratio', 'tanpa', 'membuat', 'ekonomi', 'terguncang', '@', 'ditjenpajakri', '@', 'prabowo', 'dan', '@', 'sandiuno', 'jga', 'di', 'ninu', 'ninu', 'donk', 'https', ':', '//twitter.com/ardibrilian/status/1116925191831969792â', 'â€¦']","['meningkatkan', 'tax', 'ratio', 'ekonomi', 'terguncang', '@', 'ditjenpajakri', '@', 'prabowo', '@', 'sandiuno', 'jga', 'ninu', 'ninu', 'donk', 'https', ':', '//twitter.com/ardibrilian/status/1116925191831969792â', 'â€¦']","['tingkat', 'tax', 'ratio', 'ekonomi', 'guncang', '', 'ditjenpajakri', '', 'prabowo', '', 'sandiuno', 'jga', 'ninu', 'ninu', 'donk', 'https', '', 'twitter com ardibrilian status 1116925191831969792', '']",tingkat tax ratio ekonomi guncang  ditjenpajakri  prabowo  sandiuno jga ninu ninu donk https  twitter com ardibrilian status 1116925191831969792 
netral,jika terpilih prabowo-sandi akan sumbangkan gajinya untuk anak yatim dan dhuafa  https://suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/â â€¦ lewat @suaraislamon,Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  https://suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/Â â€¦ lewat @SuaraIslamOn,jika terpilih prabowosandi akan sumbangkan gajinya untuk anak yatim dan dhuafa  httpssuaraislamcomjikaterpilihprabowosandiakansumbangkangajinyauntukanakyatimdandhuafaâ â lewat suaraislamon,188,15,"['jika', 'terpilih', 'prabowo-sandi', 'akan', 'sumbangkan', 'gajinya', 'untuk', 'anak', 'yatim', 'dan', 'dhuafa', 'https', ':', '//suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/â', 'â€¦', 'lewat', '@', 'suaraislamon']","['terpilih', 'prabowo-sandi', 'sumbangkan', 'gajinya', 'anak', 'yatim', 'dhuafa', 'https', ':', '//suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/â', 'â€¦', '@', 'suaraislamon']","['pilih', 'prabowo-sandi', 'sumbang', 'gaji', 'anak', 'yatim', 'dhuafa', 'https', '', 'suara-islam com jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa', '', '', 'suaraislamon']",pilih prabowo-sandi sumbang gaji anak yatim dhuafa https  suara-islam com jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa   suaraislamon
netral,"jika terpilih, prabowo janji turunkan harga listrik di 100 hari pertama : okezone news  https://news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaâ â€¦","Jika Terpilih, Prabowo Janji Turunkan Harga Listrik di 100 Hari Pertama : Okezone News  https://news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaÂ â€¦",jika terpilih prabowo janji turunkan harga listrik di  hari pertama  okezone news  httpsnewsokezonecomreadjikaterpilihprabowojanjiturunkanhargalistrikdiharipertamaâ â,166,14,"['jika', 'terpilih', ',', 'prabowo', 'janji', 'turunkan', 'harga', 'listrik', 'di', '100', 'hari', 'pertama', ':', 'okezone', 'news', 'https', ':', '//news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaâ', 'â€¦']","['terpilih', ',', 'prabowo', 'janji', 'turunkan', 'harga', 'listrik', '100', ':', 'okezone', 'news', 'https', ':', '//news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaâ', 'â€¦']","['pilih', '', 'prabowo', 'janji', 'turun', 'harga', 'listrik', '100', '', 'okezone', 'news', 'https', '', 'news okezone com read 2019 04 07 605 2040110 jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertama', '']",pilih  prabowo janji turun harga listrik 100  okezone news https  news okezone com read 2019 04 07 605 2040110 jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertama 
positif,"debat pamungkas : jokowi : visi dan misinya jauh kedepan. namun, terlalu jawani untuk debat.  m. amin : surprise elemen !  prabowo : mengusung program pelita-nya orba.  sandi uno : excellent closing. namun, kena smash jokowi di ekonomi makro.   nice debat !  pic.twitter.com/2fee0wanlb","Debat Pamungkas : Jokowi : Visi dan Misinya jauh kedepan. Namun, terlalu jawani untuk debat.  M. Amin : Surprise elemen !  Prabowo : Mengusung program Pelita-nya Orba.  Sandi Uno : Excellent closing. Namun, kena smash Jokowi di ekonomi makro.   Nice debat !  pic.twitter.com/2Fee0WANLb",debat pamungkas  jokowi  visi dan misinya jauh kedepan namun terlalu jawani untuk debat  m amin  surprise elemen   prabowo  mengusung program pelitanya orba  sandi uno  excellent closing namun kena smash jokowi di ekonomi makro   nice debat   pictwittercomfeewanlb,264,36,"['debat', 'pamungkas', ':', 'jokowi', ':', 'visi', 'dan', 'misinya', 'jauh', 'kedepan', '.', 'namun', ',', 'terlalu', 'jawani', 'untuk', 'debat', '.', 'm.', 'amin', ':', 'surprise', 'elemen', '!', 'prabowo', ':', 'mengusung', 'program', 'pelita-nya', 'orba', '.', 'sandi', 'uno', ':', 'excellent', 'closing', '.', 'namun', ',', 'kena', 'smash', 'jokowi', 'di', 'ekonomi', 'makro', '.', 'nice', 'debat', '!', 'pic.twitter.com/2fee0wanlb']","['debat', 'pamungkas', ':', 'jokowi', ':', 'visi', 'misinya', 'kedepan', '.', ',', 'jawani', 'debat', '.', 'm.', 'amin', ':', 'surprise', 'elemen', '!', 'prabowo', ':', 'mengusung', 'program', 'pelita-nya', 'orba', '.', 'sandi', 'uno', ':', 'excellent', 'closing', '.', ',', 'kena', 'smash', 'jokowi', 'ekonomi', 'makro', '.', 'nice', 'debat', '!', 'pic.twitter.com/2fee0wanlb']","['debat', 'pamungkas', '', 'jokowi', '', 'visi', 'misi', 'depan', '', '', 'jawani', 'debat', '', 'm', 'amin', '', 'surprise', 'elemen', '', 'prabowo', '', 'usung', 'program', 'pelita', 'orba', '', 'sandi', 'uno', '', 'excellent', 'closing', '', '', 'kena', 'smash', 'jokowi', 'ekonomi', 'makro', '', 'nice', 'debat', '', 'pic twitter com 2fee0wanlb']",debat pamungkas  jokowi  visi misi depan   jawani debat  m amin  surprise elemen  prabowo  usung program pelita orba  sandi uno  excellent closing   kena smash jokowi ekonomi makro  nice debat  pic twitter com 2fee0wanlb
negatif,lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa???,Lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa???,lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa,86,15,"['lah', 'terus', 'gaji', 'karyawan', 'yang', 'masih', 'belom', 'dibayar', 'oleh', 'pak', 'prabowo', 'mau', 'dibayar', 'pake', 'apa', '?', '?', '?']","['gaji', 'karyawan', 'belom', 'dibayar', 'prabowo', 'dibayar', 'pake', '?', '?', '?']","['gaji', 'karyawan', 'bom', 'bayar', 'prabowo', 'bayar', 'pake', '', '', '']",gaji karyawan bom bayar prabowo bayar pake   
netral,"analis politik: soal ekonomi, jokowi kritik kebijakannya sendiri  http://dlvr.it/r2ntmmâ  pic.twitter.com/owi8lsoff9","Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://dlvr.it/R2ntMmÂ  pic.twitter.com/oWi8lsofF9",analis politik soal ekonomi jokowi kritik kebijakannya sendiri  httpdlvritrntmmâ  pictwittercomowilsoff,103,10,"['analis', 'politik', ':', 'soal', 'ekonomi', ',', 'jokowi', 'kritik', 'kebijakannya', 'sendiri', 'http', ':', '//dlvr.it/r2ntmmâ', 'pic.twitter.com/owi8lsoff9']","['analis', 'politik', ':', 'ekonomi', ',', 'jokowi', 'kritik', 'kebijakannya', 'http', ':', '//dlvr.it/r2ntmmâ', 'pic.twitter.com/owi8lsoff9']","['analis', 'politik', '', 'ekonomi', '', 'jokowi', 'kritik', 'bijak', 'http', '', 'dlvr it r2ntmm', 'pic twitter com owi8lsoff9']",analis politik  ekonomi  jokowi kritik bijak http  dlvr it r2ntmm pic twitter com owi8lsoff9
netral,"hanya di era pak jokowi, harga bbm di papua sama dengan harga di jawa. #01indonesiamaju #pilihorangbaik #pilihjelasislamnya #pilihbajuputih","Hanya di era Pak Jokowi, harga BBM di Papua sama dengan harga di Jawa. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",hanya di era pak jokowi harga bbm di papua sama dengan harga di jawa indonesiamaju pilihorangbaik pilihjelasislamnya pilihbajuputih,131,18,"['hanya', 'di', 'era', 'pak', 'jokowi', ',', 'harga', 'bbm', 'di', 'papua', 'sama', 'dengan', 'harga', 'di', 'jawa', '.', '#', '01indonesiamaju', '#', 'pilihorangbaik', '#', 'pilihjelasislamnya', '#', 'pilihbajuputih']","['era', 'jokowi', ',', 'harga', 'bbm', 'papua', 'harga', 'jawa', '.', '#', '01indonesiamaju', '#', 'pilihorangbaik', '#', 'pilihjelasislamnya', '#', 'pilihbajuputih']","['era', 'jokowi', '', 'harga', 'bbm', 'papua', 'harga', 'jawa', '', '', '01indonesiamaju', '', 'pilihorangbaik', '', 'pilihjelasislamnya', '', 'pilihbajuputih']",era jokowi  harga bbm papua harga jawa   01indonesiamaju  pilihorangbaik  pilihjelasislamnya  pilihbajuputih
netral,"kalimat penutup debat terakhir @prabowo @sandiuno ""tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum du'afa serta anak yatim,""  #beranidukung02 #17aprilpilihprabowosandi","Kalimat penutup debat terakhir @prabowo @sandiuno ""Tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum du'afa serta anak yatim,""  #beranidukung02 #17AprilPilihPrabowoSandi",kalimat penutup debat terakhir prabowo sandiuno tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum duafa serta anak yatim  beranidukung aprilpilihprabowosandi,174,23,"['kalimat', 'penutup', 'debat', 'terakhir', '@', 'prabowo', '@', 'sandiuno', '``', 'tidak', 'akan', 'mengambil', 'gaji', 'serupiah', 'pun', 'dan', 'akan', 'diinfaqkan', 'ke', 'kaum', ""du'afa"", 'serta', 'anak', 'yatim', ',', ""''"", '#', 'beranidukung02', '#', '17aprilpilihprabowosandi']","['kalimat', 'penutup', 'debat', '@', 'prabowo', '@', 'sandiuno', '``', 'mengambil', 'gaji', 'serupiah', 'diinfaqkan', 'kaum', ""du'afa"", 'anak', 'yatim', ',', ""''"", '#', 'beranidukung02', '#', '17aprilpilihprabowosandi']","['kalimat', 'tutup', 'debat', '', 'prabowo', '', 'sandiuno', '', 'ambil', 'gaji', 'rupiah', 'diinfaqkan', 'kaum', 'du afa', 'anak', 'yatim', '', '', '', 'beranidukung02', '', '17aprilpilihprabowosandi']",kalimat tutup debat  prabowo  sandiuno  ambil gaji rupiah diinfaqkan kaum du afa anak yatim    beranidukung02  17aprilpilihprabowosandi
